first_air_date,name,overview,popularity,vote_average,vote_count,adult
2019-06-16,Euphoria,"A group of high school students navigate love and friendships in a world of drugs, sex, trauma, and social media.",390.0103,8.282,10410,False
1969-10-05,Monty Python's Flying Circus,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",8.4384,8.282,704,False
2022-11-13,Tulsa King,"New York mafia capo Dwight ""The General"" Manfredi is released from prison after 25 years and exiled by his boss to set up shop in Tulsa, Oklahoma. Realizing that his mob family may not have his best interests in mind, Dwight slowly builds a crew.",54.8656,8.28,2563,False
2013-04-06,Date A Live,"Thirty years ago a strange phenomenon called a ""spacequake"" devastated the center of Eurasia, claiming the lives of at least 150 million people. Since then, smaller spacequakes plague the world on an irregular basis. Shido Itsuka, a seemingly ordinary high schooler comes across a mysterious girl at the ground zero of a spacequake and learns she is one of the ""Spirits"" who are the real cause of the spacequakes that occur when they manifest themselves in the world. He is recruited to make use of his mysterious ability to seal the Spirits' powers thus stopping them from being a threat to mankind. However, there is a catch: to seal a Spirit's power, he must make her fall in love with him and kiss him.",22.9587,8.277,483,False
2004-07-31,Justice League Unlimited,The galaxy's most powerful superheroes return to battle the allied villains and criminal plots that endanger the universe.,13.2757,8.279,859,False
2015-11-17,Chicago Med,"An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases inspired by topical events, forging fiery relationships in the pulse-pounding pandemonium of the emergency room.",58.3828,8.279,1236,False
2021-07-06,Seirei Gensouki: Spirit Chronicles,"His past life and current life are intersecting--a boy with memories of two lives faces his destiny! After his mother was killed at an early age, the orphaned Rio fought his hardest to survive in the slums. One day, he awakens to the memories of Haruto Amakwa, who died in an accident while dreaming of being reunited with his childhood friend, and Rio realizing he has reincarnated in a world of swords and sorcery.",24.8145,8.278,245,False
2022-01-28,All of Us Are Dead,A high school becomes ground zero for a zombie virus outbreak. Trapped students must fight their way out — or turn into one of the rabid infected.,21.2729,8.277,4289,False
2016-07-21,Fleabag,"A portrait into the mind of a dry-witted, sexual, angry, porn-watching, grief-riddled woman, trying to make sense of the world. As she hurls herself headlong at modern living, Fleabag is thrown roughly up against the walls of contemporary London, with all its frenetic energy, late nights, and bright lights.",10.6215,8.3,1788,False
2022-03-10,Harina,"The misadventures of Lieutenant Harina and his partner, Officer Ramírez, a very special police couple, who find themselves with the opportunity of a lifetime",1.6217,8.276,217,False
2020-04-20,The Midnight Gospel,"Traversing trippy worlds inside his universe simulator, Clancy the space caster explores existential questions about life, death and everything in between.",4.1345,8.276,918,False
2019-01-16,Wayne,"In this gritty and sometimes bloody tale, sixteen year-old Wayne sets out on a dirt bike with his new crush Del to take back the 1978 Pontiac Trans Am that was stolen from his father before he died. It is Wayne and Del against the world.",6.4761,8.275,539,False
2014-07-26,Henry Danger,"When 13-year-old Henry Hart lands a job as Danger, the sidekick-in-training to superhero Captain Man, he must learn to navigate a double life balancing the challenges of 8th grade with the crazy adventures of a real-life crime fighter!",26.3696,8.276,1143,False
2013-09-05,Cumbia Ninja,"In a major slum called La Colina, young idealist Hache and his friends will confront the drug dealers who control the neighborhood. They will succeed with the help of music, an old Chinese ninja master and a mythical character who also lives in La Colina. Simultaneously, Juana will find shelter there as she runs away from her family's assassins.",3.0764,8.268,311,False
2008-02-04,Physics or Chemistry,"It tells the stories of a group of teachers and students from a central fictional school in Madrid. Under the gaze of some new teachers, newcomers to the center, we will know the passions, interests, aspirations and dreams of a group of rebellious teenagers who are in their last years of high school.",3.2244,8.273,302,False
2019-02-06,Touch Your Heart,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",6.0699,8.3,359,False
2005-08-04,It's Always Sunny in Philadelphia,"Four egocentric friends run a neighborhood Irish pub in Philadelphia and try to find their way through the adult world of work and relationships. Unfortunately, their warped views and precarious judgments often lead them to trouble, creating a myriad of uncomfortable situations that usually only get worse before they get better.",43.4441,8.272,1307,False
2020-01-09,Plunderer,"In a post-apocalyptic world dominated by the so-called ""Numbers,"" each human will have their identity branded with their own ""Count,"" which could define any number related to their life. May it be one's walked distance or amount of compliments given to them by others, this Count could lead them to the abyss when it has dropped to zero. In the year 305 of the Alcian calendar, Hina has inherited a mission from her Mother, whose Count has depreciated to zero, to search for the Legendary Red Baron. In her adventure, she meets a half-masked swordsman named Licht who tries to hide his identity, as he is known as a degenerate for having an incredibly low Count.",6.9134,8.268,776,False
2020-04-19,The Last Dance,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",6.103,8.264,1460,False
2011-01-09,Beelzebub,"Violent delinquent Oga encounters a baby one day, which crawls onto his back and immediately forms an attachment to him. Though he doesn't know it yet, this baby is named Kaiser de Emperana Beelzebub IV, or ""Baby Beel"" for short—the son of the Demon Lord!",10.833,8.268,267,False
2021-12-19,1883,"Follow the Dutton family as they embark on a journey west through the Great Plains toward the last bastion of untamed America. A stark retelling of Western expansion, and an intense study of one family fleeing poverty to seek a better future in America’s promised land — Montana.",15.7623,8.267,902,False
2020-04-15,Outer Banks,"A tight-knit group of teens unearths a long-buried secret, setting off a chain of illicit events that takes them on an adventure they'll never forget.",18.3156,8.266,1160,False
2017-06-10,Stranger,"Hwang Shi Mok underwent brain surgery as a child to curb his violent temper, which left him devoid of emotions. Hwang becomes a prosecutor known for his piercing intelligence and logic, but he is ostracized because he lacks empathy and social skills. He is also one of only a handful of upright prosecutors who have refused to take bribes. One day, he encounters a stabbing victim while investigating corruption. He meets Lieutenant Han Yeo Jin at the crime scene. They join forces to root out corruption at the prosecutors’ office and solve a serial murder case.",11.6411,8.266,203,False
2015-07-05,Charlotte,"All thanks to the special ability that he developed, Yuu was able to  cheat his way into a very prestigious high school. With his power, he  thought nothing was going to stand in his way, until he met a mysterious  girl named Nao Tomori and other students with special abilities just like him. It was the beginning to a new life.",11.8637,8.265,644,False
